trip_uuid,source_center,osrm_distance,p_breach_carting,p_breach_ftl,exp_cost_carting,exp_cost_ftl,historical_choice,recommended_route_type,cost_savings
trip-153671224643574839,IND423601AAA,26.4616,0.818,0.83,435.4483248535156,480.94852514648437,Carting,Carting,45.50020029296877
trip-153679909548806546,IND423601AAA,28.4627,0.771,0.778,413.88149272460936,459.9393427734375,Carting,Carting,46.05785004882813
trip-153688778049916588,IND423601AAA,26.7547,0.818,0.83,435.74142485351564,481.6812751464844,Carting,Carting,45.93985029296874
trip-153714509337424092,IND423601AAA,28.4725,0.814,0.825,435.2929040527344,483.9182495117187,Carting,Carting,48.62534545898433
trip-153723099164027068,IND423601AAA,28.0117,0.818,0.83,436.99842485351564,484.82377514648437,Carting,Carting,47.82535029296872
trip-153740434632965498,IND423601AAA,28.1665,0.776,0.783,416.1120871582031,461.6723840332031,Carting,Carting,45.560296875000006
trip-153748930019666687,IND423601AAA,27.6078,0.818,0.83,436.5945248535156,483.81402514648437,Carting,Carting,47.219500292968746
trip-153774885317370063,IND423601AAA,27.9884,0.776,0.783,415.93398715820314,461.22713403320313,Carting,Carting,45.29314687499999
trip-153809923464107012,IND423601AAA,29.36,0.807,0.815,432.9792321777344,480.7089599609375,Carting,Carting,47.72972778320309
trip-153818314049194319,IND423601AAA,27.6708,0.818,0.83,436.6575248535156,483.9715251464844,Carting,Carting,47.314000292968785
trip-153844021980406579,IND423601AAA,32.6937,0.684,0.625,374.54462163085935,394.2495393066406,Carting,Carting,19.704917675781246
trip-153852959775655290,IND423601AAA,28.652,0.671,0.786,364.18163256835936,464.67489135742187,Carting,Carting,100.49325878906251
trip-153671224643574839,IND423701AAB,174.35500000000002,0.339,0.708,343.62276123046877,789.7247497558594,Carting,Carting,446.10198852539065
trip-153679909548806546,IND423701AAB,158.8464,0.382,0.723,350.05314133300783,758.4965541992187,Carting,Carting,408.4434128662109
trip-153688778049916588,IND423701AAB,116.8854,0.666,0.742,450.0798274902344,663.2976369628907,Carting,Carting,213.2178094726563
trip-153706077831028948,IND423701AAB,106.3268,0.666,0.742,439.52122749023437,636.9011369628906,Carting,Carting,197.37990947265627
trip-153714509337424092,IND423701AAB,108.5704,0.663,0.734,439.9242513183594,638.3873342285157,Carting,Carting,198.4630829101563
trip-153723099164027068,IND423701AAB,105.9648,0.663,0.734,437.31865131835934,631.8733342285157,Carting,Carting,194.55468291015632
trip-153740434632965498,IND423701AAB,208.7641,0.299,0.656,358.19912807617186,849.7412131347656,Carting,Carting,491.5420850585938
trip-153748930019666687,IND423701AAB,108.661,0.663,0.734,440.0148513183594,638.6138342285157,Carting,Carting,198.59898291015628
trip-153757611549939132,IND423701AAB,110.4548,0.663,0.734,441.80865131835935,643.0983342285156,Carting,Carting,201.28968291015622
trip-153774885317370063,IND423701AAB,139.5258,0.402,0.728,340.6745579345703,712.8024455566406,Carting,Carting,372.12788762207026
trip-153784085564520394,IND423701AAB,105.4093,0.597,0.73,403.76537910156253,628.6766008300781,Carting,Carting,224.91122172851556
trip-153792197398914596,IND423701AAB,108.8281,0.663,0.734,440.1819513183594,639.0315842285156,Carting,Carting,198.84963291015623
trip-153801010153440785,IND423701AAB,154.0364,0.343,0.675,325.7539140380859,722.7409023437499,Carting,Carting,396.986988305664
trip-153809923464107012,IND423701AAB,121.9007,0.666,0.742,455.0951274902344,675.8358869628906,Carting,Carting,220.74075947265624
trip-153818314049194319,IND423701AAB,107.5692,0.666,0.742,440.7636274902344,640.0071369628906,Carting,Carting,199.24350947265623
trip-153835561349805173,IND423701AAB,111.2609,0.663,0.734,442.61475131835937,645.1135842285157,Carting,Carting,202.49883291015635
trip-153844021980406579,IND423701AAB,127.6231,0.397,0.733,326.2107617431641,685.4040939941406,Carting,Carting,359.1933322509765
trip-153852959775655290,IND423701AAB,108.8105,0.666,0.742,442.00492749023437,643.1103869628906,Carting,Carting,201.10545947265626
trip-153682694139760185,IND424006AAA,284.5832,0.893,0.887,731.0124907714844,1155.0259016113282,FTL,Carting,424.0134108398438
trip-153691456281706644,IND424006AAA,289.4527,0.866,0.888,722.6522239257813,1167.5799311523438,FTL,Carting,444.92770722656246
trip-153708606033423019,IND424006AAA,329.7006,0.788,0.787,723.7342303710938,1217.9625900878907,FTL,Carting,494.22835971679694
trip-153717004295722311,IND424006AAA,284.2318,0.849,0.875,708.8954047363281,1148.3080461425782,FTL,Carting,439.41264140625003
trip-153734841082479571,IND424006AAA,284.96590000000003,0.866,0.888,718.1654239257813,1156.362931152344,FTL,Carting,438.1975072265626
trip-153743315802506431,IND424006AAA,301.7187,0.718,0.77,660.5906482421875,1139.328244140625,FTL,Carting,478.73759589843746
trip-153796074040022819,IND424006AAA,284.4387,0.866,0.888,717.6382239257812,1155.0449311523437,FTL,Carting,437.4067072265625
trip-153854829807487485,IND424006AAA,284.2948,0.893,0.887,730.7240907714844,1154.3049016113282,FTL,Carting,423.5808108398438
trip-153722897073475106,IND424006AAA,47.7911,0.77,0.8,433.0035633789063,519.6668369140625,FTL,Carting,86.66327353515624
trip-153688404893516756,IND424006AAA,82.0973,0.591,0.626,377.70856708984377,518.3424626464844,FTL,Carting,140.6338955566406
trip-153757542292670502,IND424006AAA,82.8633,0.591,0.626,378.47456708984373,520.2574626464843,FTL,Carting,141.7828955566406
trip-153800603160412602,IND424006AAA,75.8377,0.608,0.693,379.984916796875,536.2492182617187,FTL,Carting,156.26430146484375
trip-153817928133822919,IND424006AAA,77.4735,0.585,0.62,369.7477004394531,503.54776367187503,FTL,Carting,133.8000632324219
trip-153826690776060269,IND424006AAA,97.112,0.579,0.591,386.5704350585937,538.2187817382812,FTL,Carting,151.6483466796875
trip-153679896345124971,IND424006AAA,57.2049,0.761,0.786,437.4767505859375,536.1469545898437,Carting,Carting,98.67020400390624
trip-153783335766604526,IND424006AAA,57.9236,0.639,0.732,377.4509132324219,510.8692416992187,Carting,Carting,133.41832846679682
trip-153800653897073708,IND424006AAA,67.4925,0.826,0.847,480.4326550292969,591.9842102050782,Carting,Carting,111.55155517578129
trip-153826784514259782,IND424006AAA,58.7758,0.746,0.773,431.6325810058594,533.2175151367187,Carting,Carting,101.58493413085932
trip-153835395234306347,IND424006AAA,76.94330000000001,0.585,0.62,369.21750043945315,502.222263671875,Carting,Carting,133.00476323242185
trip-153843963794197592,IND424006AAA,56.9704,0.761,0.786,437.2422505859375,535.5607045898437,Carting,Carting,98.3184540039062
trip-153852549525466086,IND424006AAA,56.2926,0.761,0.786,436.5644505859375,533.8662045898437,Carting,Carting,97.30175400390624
trip-153860960901509071,IND424006AAA,67.7456,0.773,0.838,454.14400698242184,588.3789841308594,Carting,Carting,134.23497714843757
trip-153696721928785405,IND424006AAA,55.0694,0.639,0.703,374.59671323242185,489.0400771484375,FTL,Carting,114.44336391601564
trip-153757334892495350,IND424006AAA,52.9726,0.629,0.678,367.67688466796875,471.4943662109375,FTL,Carting,103.81748154296878
trip-153791449950309515,IND424006AAA,55.4284,0.702,0.899,406.5743655761719,588.2647866210938,FTL,Carting,181.6904210449219
trip-153800324799720013,IND424006AAA,55.4067,0.639,0.703,374.9340132324219,489.8833271484375,FTL,Carting,114.94931391601563
trip-153817715000756759,IND424006AAA,52.7037,0.629,0.678,367.4079846679688,470.8221162109375,FTL,Carting,103.41413154296873
trip-153835019011713845,IND424006AAA,55.491600000000005,0.639,0.703,375.0189132324219,490.09557714843754,FTL,Carting,115.07666391601566
trip-153843844622042068,IND424006AAA,52.4525,0.779,0.803,441.9914709472656,532.7949462890625,FTL,Carting,90.80347534179691
trip-153860880135634048,IND424006AAA,53.8942,0.629,0.678,368.59848466796876,473.7983662109375,FTL,Carting,105.19988154296874
trip-153734086611508305,IND424006AAA,41.294,0.877,0.888,479.70659765625,547.0432580566406,Carting,Carting,67.33666040039066
trip-153679689202303147,IND424006AAA,59.1847,0.746,0.773,432.0414810058594,534.2397651367187,FTL,Carting,102.19828413085929
trip-153688100463867685,IND424006AAA,59.5702,0.629,0.724,374.2344150878906,510.8346491699219,FTL,Carting,136.60023408203125
trip-153826561796429480,IND424006AAA,61.7325,0.746,0.773,434.5892810058594,540.6092651367187,FTL,Carting,106.01998413085931
trip-153705069757885654,IND424006AAA,99.8411,0.436,0.732,317.80429580078123,615.4072543945313,FTL,Carting,297.60295859375003
trip-153739747075229693,IND424006AAA,104.1101,0.436,0.732,322.07329580078124,626.0797543945313,FTL,Carting,304.00645859375004
trip-153766141065897255,IND424006AAA,100.3248,0.579,0.591,389.78323505859373,546.2507817382813,FTL,Carting,156.46754667968753
trip-153734186121544174,IND424006AAA,107.4153,0.807,0.785,511.07368623046875,661.0452690429688,Carting,Carting,149.97158281250006
trip-153679896345124971,IND424101AAA,31.2776,0.607,0.717,334.6407591796875,436.62176489257814,Carting,Carting,101.98100571289064
trip-153734086611508305,IND424201AAA,85.721,0.482,0.621,326.57633142089844,524.7369177246094,Carting,Carting,198.16058630371094
trip-153679689202303147,IND424304AAC,54.7419,0.511,0.462,310.21542600097655,368.0812514648437,FTL,Carting,57.86582546386717
trip-153688100463867685,IND424304AAC,58.7633,0.652,0.56,384.8066044433594,426.775193359375,FTL,Carting,41.96858891601562
trip-153696721928785405,IND424304AAC,54.0215,0.521,0.463,314.37471044921875,366.75402160644535,FTL,Carting,52.379311157226596
trip-153757334892495350,IND424304AAC,49.974,0.523,0.474,311.62191870117186,361.79028564453125,FTL,Carting,50.16836694335939
trip-153791449950309515,IND424304AAC,55.985,0.521,0.463,316.33821044921876,371.6627716064453,FTL,Carting,55.324561157226526
trip-153800324799720013,IND424304AAC,55.9483,0.521,0.463,316.30151044921877,371.57102160644536,FTL,Carting,55.26951115722659
trip-153808351147768497,IND424304AAC,52.99210000000001,0.521,0.463,313.34531044921874,364.1805216064453,FTL,Carting,50.83521115722658
trip-153817715000756759,IND424304AAC,52.8042,0.521,0.463,313.15741044921873,363.7107716064453,FTL,Carting,50.55336115722656
trip-153835019011713845,IND424304AAC,54.5334,0.521,0.463,314.8866104492188,368.0337716064453,FTL,Carting,53.14716115722655
trip-153843844622042068,IND424304AAC,52.4264,0.521,0.463,312.77961044921875,362.76627160644534,FTL,Carting,49.98666115722659
trip-153860880135634048,IND424304AAC,50.7547,0.521,0.471,311.10791044921876,362.4487312011719,FTL,Carting,51.34082075195312
trip-153734086611508305,IND425109AAA,47.2262,0.566,0.61,330.0440405761719,423.0114533691406,Carting,Carting,92.96741279296873
trip-153681795643701553,IND425201AAA,40.5236,0.585,0.588,333.0106910644531,395.18457983398434,Carting,Carting,62.17388876953123
trip-153691780833559941,IND425201AAA,42.2844,0.577,0.58,330.70606137695313,395.52881005859376,Carting,Carting,64.82274868164063
trip-153717640309053191,IND425201AAA,41.5698,0.62,0.594,351.68204365234374,401.15765429687497,Carting,Carting,49.47561064453123
trip-153778216596113868,IND425201AAA,40.3645,0.618,0.592,349.2488688964844,396.888056640625,Carting,Carting,47.6391877441406
trip-153793178677012695,IND425201AAA,41.5468,0.62,0.594,351.65904365234377,401.10015429687496,Carting,Carting,49.44111064453119
trip-153801800986292862,IND425201AAA,42.2358,0.62,0.594,352.34804365234373,402.822654296875,Carting,Carting,50.47461064453125
trip-153810769260425798,IND425201AAA,41.4374,0.62,0.594,351.5496436523438,400.826654296875,Carting,Carting,49.27701064453123
trip-153819014942486909,IND425201AAA,41.6073,0.62,0.594,351.71954365234376,401.251404296875,Carting,Carting,49.531860644531264
trip-153853914428147264,IND425201AAA,42.0089,0.62,0.594,352.12114365234373,402.255404296875,Carting,Carting,50.13426064453125
trip-153734086611508305,IND425401AAA,33.7629,0.617,0.658,342.3185335449219,413.1743703613281,Carting,Carting,70.85583681640622
trip-153713695432008147,IND425405AAA,62.6996,0.719,0.75,422.39048745117185,531.8460153808594,FTL,Carting,109.45552792968755
trip-153722630199865663,IND425405AAA,59.2235,0.714,0.745,416.0207106933594,520.4671362304688,FTL,Carting,104.4464255371094
trip-153730949402079952,IND425405AAA,58.865,0.714,0.745,415.6622106933594,519.5708862304688,FTL,Carting,103.90867553710939
trip-153748565777105217,IND425405AAA,64.567,0.719,0.75,424.2578874511719,536.5145153808594,FTL,Carting,112.25662792968751
trip-153757334892495350,IND425405AAA,65.98960000000001,0.842,0.856,487.1628177734375,593.1303110351563,FTL,Carting,105.9674932617188
trip-153773772930144590,IND425405AAA,64.488,0.719,0.75,424.1788874511719,536.3170153808594,FTL,Carting,112.13812792968753
trip-153783105147335919,IND425405AAA,65.8023,0.842,0.856,486.9755177734375,592.6620610351563,FTL,Carting,105.68654326171878
trip-153791449950309515,IND425405AAA,62.25,0.719,0.75,421.9408874511719,530.7220153808594,FTL,Carting,108.7811279296875
trip-153808351147768497,IND425405AAA,64.7688,0.74,0.761,434.9283153808594,542.300173828125,FTL,Carting,107.37185844726565
trip-153817715000756759,IND425405AAA,64.9032,0.74,0.761,435.06271538085934,542.636173828125,FTL,Carting,107.5734584472657
trip-153835019011713845,IND425405AAA,65.5128,0.842,0.856,486.68601777343747,591.9383110351562,FTL,Carting,105.2522932617187
trip-153843844622042068,IND425405AAA,65.52080000000001,0.842,0.856,486.6940177734375,591.9583110351563,FTL,Carting,105.26429326171876
trip-153852373926387313,IND425405AAA,60.6512,0.719,0.75,420.3420874511719,526.7250153808594,FTL,Carting,106.38292792968753
trip-153860880135634048,IND425405AAA,61.3005,0.719,0.75,420.9913874511719,528.3482653808594,FTL,Carting,107.35687792968753
trip-153696721928785405,IND425405AAA,66.9735,0.842,0.856,488.1467177734375,595.5900610351563,FTL,Carting,107.44334326171878
trip-153757334892495350,IND425406AAA,19.9583,0.792,0.818,415.76252973632813,459.014890625,FTL,Carting,43.25236088867189
trip-153766141065897255,IND425406AAA,21.5251,0.825,0.825,434.10996938476563,466.3976193847656,FTL,Carting,32.287649999999985
trip-153800324799720013,IND425406AAA,23.3895,0.839,0.839,442.6627238769531,477.7469738769531,FTL,Carting,35.08425
trip-153843844622042068,IND425406AAA,19.1622,0.794,0.82,415.92227080078123,457.8860908203125,FTL,Carting,41.96382001953128
trip-153688100463867685,IND425406AAA,49.3457,0.47,0.468,284.2799041015625,357.57320385742184,FTL,Carting,73.29329975585932
trip-153679689202303147,IND425406AAA,56.6042,0.462,0.453,287.6318336669922,367.9651203613281,FTL,Carting,80.33328669433592
trip-153826561796429480,IND425406AAA,54.3979,0.482,0.473,295.5162624267578,372.515990234375,FTL,Carting,76.9997278076172
trip-153696721928785405,IND425409AAA,94.5602,0.42,0.262,304.38333537597657,367.4171625976562,FTL,Carting,63.033827221679644
trip-153679689202303147,IND425409AAA,92.9899,0.444,0.281,314.7779096435547,373.14091821289065,FTL,Carting,58.36300856933593
trip-153730949402079952,IND425409AAA,50.8486,0.555,0.499,328.2944312988281,376.46439550781247,FTL,Carting,48.16996420898437
trip-153739747075229693,IND425409AAA,46.2995,0.605,0.532,348.5795903320313,381.8072521972656,FTL,Carting,33.227661865234325
trip-153757334892495350,IND425409AAA,50.2143,0.633,0.532,366.5627191894531,391.57072314453126,FTL,Carting,25.008003955078152
trip-153783105147335919,IND425409AAA,50.8316,0.612,0.54,356.84478359375,397.0340476074219,FTL,Carting,40.1892640136719
trip-153791449950309515,IND425409AAA,50.7216,0.612,0.54,356.73478359375,396.75904760742185,FTL,Carting,40.024264013671825
trip-153800324799720013,IND425409AAA,42.6291,0.673,0.629,379.03592983398437,421.2740744628906,FTL,Carting,42.23814462890624
trip-153817715000756759,IND425409AAA,51.3,0.612,0.54,357.31318359375,398.2050476074219,FTL,Carting,40.891864013671864
trip-153835019011713845,IND425409AAA,49.0822,0.633,0.532,365.4306191894531,388.7404731445313,FTL,Carting,23.309853955078154
trip-153860880135634048,IND425409AAA,49.4928,0.6,0.528,349.5868246582031,387.51691210937497,FTL,Carting,37.93008745117186
trip-153688100463867685,IND425409AAA,38.2279,0.656,0.582,366.028925390625,386.8121511230469,FTL,Carting,20.783225732421897
trip-153826561796429480,IND425412AAA,109.1615,0.477,0.289,347.7197275390625,417.51729064941406,FTL,Carting,69.79756311035158
trip-153688100463867685,IND425412AAA,57.6704,0.62,0.523,367.85936484375,405.78751123046874,FTL,Carting,37.928146386718765
trip-153696721928785405,IND425412AAA,57.1055,0.546,0.486,329.85812451171876,385.63325683593746,FTL,Carting,55.7751323242187
trip-153766141065897255,IND425412AAA,54.7438,0.556,0.497,332.8789318359375,385.16617114257815,FTL,Carting,52.28723930664063
trip-153679689202303147,IND425412AAA,38.3657,0.647,0.573,361.63672661132813,382.29163037109373,FTL,Carting,20.654903759765602
trip-153730949402079952,IND425412AAA,39.0481,0.526,0.511,302.1130719238281,353.2432663574219,FTL,Carting,51.13019443359377
trip-153739747075229693,IND425412AAA,38.2081,0.526,0.511,301.2730719238281,351.1432663574219,FTL,Carting,49.87019443359378
trip-153757334892495350,IND425412AAA,40.061600000000006,0.526,0.511,303.1265719238281,355.77701635742187,FTL,Carting,52.65044443359375
trip-153783105147335919,IND425412AAA,40.905,0.526,0.511,303.9699719238281,357.88551635742186,FTL,Carting,53.915544433593766
trip-153791449950309515,IND425412AAA,39.0922,0.526,0.511,302.1571719238281,353.3535163574219,FTL,Carting,51.196344433593765
trip-153800324799720013,IND425412AAA,41.9233,0.524,0.509,303.74996015625,359.1904063720703,FTL,Carting,55.440446215820316
trip-153817715000756759,IND425412AAA,38.3237,0.526,0.511,301.38867192382816,351.4322663574219,FTL,Carting,50.04359443359374
trip-153835019011713845,IND425412AAA,39.0891,0.526,0.511,302.15407192382816,353.3457663574219,FTL,Carting,51.19169443359374
trip-153860880135634048,IND425412AAA,38.5436,0.526,0.511,301.6085719238281,351.98201635742186,FTL,Carting,50.37344443359376
trip-153674600842404064,IND425508AAB,25.1572,0.761,0.761,405.8066445800781,443.54244458007815,Carting,Carting,37.73580000000004
trip-153681795643701553,IND425508AAB,25.7743,0.685,0.685,368.2872699707031,406.9487199707031,Carting,Carting,38.66145
trip-153691780833559941,IND425508AAB,24.1593,0.752,0.752,400.1420270507813,436.38097705078127,Carting,Carting,36.23894999999999
trip-153699243299897062,IND425508AAB,25.8645,0.685,0.685,368.37746997070315,407.1742199707031,Carting,Carting,38.796749999999975
trip-153717640309053191,IND425508AAB,21.9864,0.836,0.836,440.01765,472.99725,Carting,Carting,32.979600000000005
trip-153735657082910222,IND425508AAB,24.2493,0.752,0.752,400.23202705078126,436.60597705078123,Carting,Carting,36.37394999999998
trip-153743704610350486,IND425508AAB,23.8962,0.752,0.752,399.8789270507813,435.72322705078125,Carting,Carting,35.844299999999976
trip-153751929927438061,IND425508AAB,23.466900000000003,0.849,0.849,447.84611142578126,483.0464614257813,Carting,Carting,35.200350000000014
trip-153778216596113868,IND425508AAB,26.898,0.732,0.74,393.115529296875,437.49478637695313,Carting,Carting,44.379257080078105
trip-153793178677012695,IND425508AAB,23.851000000000003,0.752,0.752,399.83372705078125,435.61022705078125,Carting,Carting,35.7765
trip-153801800986292862,IND425508AAB,25.8953,0.685,0.685,368.40826997070315,407.2512199707031,Carting,Carting,38.84294999999997
trip-153810769260425798,IND425508AAB,22.726,0.849,0.849,447.10521142578125,481.19421142578125,Carting,Carting,34.089
trip-153819014942486909,IND425508AAB,24.105,0.752,0.752,400.08772705078127,436.24522705078124,Carting,Carting,36.15749999999997
trip-153827991414215348,IND425508AAB,23.5813,0.849,0.849,447.96051142578125,483.3324614257813,Carting,Carting,35.37195000000003
trip-153845227144338064,IND425508AAB,23.3039,0.849,0.849,447.68311142578125,482.63896142578125,Carting,Carting,34.95585
trip-153853914428147264,IND425508AAB,22.8905,0.849,0.849,447.2697114257812,481.60546142578124,Carting,Carting,34.33575000000002
trip-153677815714527966,IND431001AAB,15.7053,0.925,0.933,478.3787313964844,505.7852531738281,Carting,Carting,27.4065217773437
trip-153686465878066609,IND431001AAB,17.3121,0.939,0.945,486.71075112304686,515.8751596679688,Carting,Carting,29.164408544921912
trip-153695292996024606,IND431001AAB,15.048,0.925,0.933,477.7214313964844,504.14200317382813,Carting,Carting,26.420571777343753
trip-153720969319408098,IND431001AAB,14.8054,0.95,0.956,490.0028792480469,514.8301809082031,Carting,Carting,24.82730166015625
trip-153739485176092374,IND431001AAB,17.015700000000002,0.95,0.956,492.21317924804686,520.3559309082032,Carting,Carting,28.142751660156307
trip-153755773087317572,IND431001AAB,14.6974,0.95,0.956,489.8948792480469,514.5601809082032,Carting,Carting,24.665301660156274
trip-153764214563267155,IND431001AAB,14.6954,0.95,0.956,489.8928792480469,514.5551809082032,Carting,Carting,24.662301660156288
trip-153772608415160656,IND431001AAB,13.5806,0.95,0.956,488.7780792480469,511.76818090820314,Carting,Carting,22.990101660156256
trip-153781455472671177,IND431001AAB,13.4626,0.925,0.933,476.1360313964844,500.1785031738281,Carting,Carting,24.042471777343735
trip-153789720326938811,IND431001AAB,16.0005,0.95,0.956,491.19797924804686,517.8179309082032,Carting,Carting,26.61995166015629
trip-153798740712800904,IND431001AAB,14.6775,0.95,0.956,489.8749792480469,514.5104309082031,Carting,Carting,24.635451660156264
trip-153807789164799274,IND431001AAB,15.1745,0.95,0.956,490.3719792480469,515.7529309082031,Carting,Carting,25.3809516601562
trip-153816916010199456,IND431001AAB,17.608,0.939,0.945,487.0066511230469,516.6149096679687,Carting,Carting,29.608258544921853
trip-153824841087899088,IND431001AAB,14.7418,0.95,0.956,489.9392792480469,514.6711809082032,Carting,Carting,24.731901660156268
trip-153833432831309659,IND431001AAB,14.6856,0.95,0.956,489.8830792480469,514.5306809082031,Carting,Carting,24.64760166015617
trip-153842725096261348,IND431001AAB,16.6298,0.95,0.956,491.82727924804686,519.3911809082031,Carting,Carting,27.563901660156205
trip-153850548086705521,IND431001AAB,15.7515,0.95,0.956,490.9489792480469,517.1954309082031,Carting,Carting,26.246451660156197
trip-153858972901357706,IND431001AAB,16.1535,0.95,0.956,491.3509792480469,518.2004309082031,Carting,Carting,26.849451660156205
trip-153729631673569159,IND431107AAB,46.3254,0.725,0.661,408.9337068847656,446.066673828125,FTL,Carting,37.13296694335935
trip-153746904832535313,IND431107AAB,49.4628,0.722,0.656,410.24484345703127,451.8576530761719,FTL,Carting,41.61280961914065
trip-153755728267936909,IND431107AAB,48.340900000000005,0.722,0.656,409.1229434570313,449.0529030761719,FTL,Carting,39.92995961914062
trip-153764107492466235,IND431107AAB,49.4413,0.722,0.656,410.22334345703126,451.8039030761719,FTL,Carting,41.580559619140615
trip-153781252161825184,IND431107AAB,48.6862,0.722,0.656,409.46824345703124,449.9161530761719,FTL,Carting,40.44790961914066
trip-153789707787962211,IND431107AAB,50.5448,0.731,0.667,416.2531740234375,460.11056567382815,FTL,Carting,43.85739165039064
trip-153677702743325657,IND431112AAB,92.6576,0.523,0.661,354.1069713378906,561.9551572265625,Carting,Carting,207.84818588867188
trip-153695358056452857,IND431112AAB,75.6488,0.577,0.696,364.07210932617187,536.9058134765625,Carting,Carting,172.8337041503906
trip-153755962567981285,IND431112AAB,73.4618,0.528,0.685,337.2138751953125,526.3351945800781,Carting,Carting,189.12131938476563
trip-153781379204047072,IND431112AAB,83.9787,0.54,0.684,354.1238110839844,552.0803254394532,Carting,Carting,197.9565143554688
trip-153798921747386540,IND431112AAB,85.7917,0.54,0.684,355.93681108398437,556.6128254394531,Carting,Carting,200.67601435546874
trip-153807924173494304,IND431112AAB,79.034,0.54,0.684,349.17911108398437,539.7185754394532,Carting,Carting,190.5394643554688
trip-153817040624616678,IND431112AAB,75.487,0.492,0.668,321.70600939941403,522.9274914550781,Carting,Carting,201.22148205566407
trip-153833558768401106,IND431112AAB,75.0969,0.492,0.668,321.31590939941407,521.9522414550781,Carting,Carting,200.63633205566407
trip-153842820023303863,IND431112AAB,74.8597,0.492,0.668,321.07870939941404,521.3592414550781,Carting,Carting,200.28053205566403
trip-153850640561946761,IND431112AAB,76.2021,0.532,0.682,342.31913491210935,531.7290659179687,Carting,Carting,189.40993100585933
trip-153858979858612955,IND431112AAB,74.4429,0.528,0.685,338.1949751953125,528.7879445800781,Carting,Carting,190.59296938476564
trip-153729631673569159,IND431122AAA,29.8175,0.856,0.86,457.88567626953125,504.6256591796875,FTL,Carting,46.73998291015624
trip-153739234552704074,IND431122AAA,29.4524,0.9,0.903,479.61420419921876,525.2579226074218,FTL,Carting,45.643718408203085
trip-153746904832535313,IND431122AAA,29.7651,0.856,0.86,457.83327626953127,504.4946591796875,FTL,Carting,46.66138291015625
trip-153755728267936909,IND431122AAA,30.2319,0.84,0.869,450.4436919921875,510.2424697265625,FTL,Carting,59.798777734374994
trip-153781252161825184,IND431122AAA,30.7681,0.84,0.869,450.9798919921875,511.5829697265625,FTL,Carting,60.603077734375006
trip-153789707787962211,IND431122AAA,31.3511,0.844,0.872,453.1673841796875,514.3985629882812,FTL,Carting,61.23117880859377
trip-153798765000060219,IND431122AAA,29.9666,0.84,0.869,450.17839199218747,509.5792197265625,FTL,Carting,59.400827734375014
trip-153729631673569159,IND431127AAA,62.2317,0.578,0.512,351.1488142578125,411.34266247558594,FTL,Carting,60.19384821777345
trip-153739234552704074,IND431127AAA,62.287600000000005,0.664,0.622,394.3662437988281,466.52905859375005,FTL,Carting,72.16281479492193
trip-153746904832535313,IND431127AAA,62.8577,0.578,0.512,351.7748142578125,412.90766247558594,FTL,Carting,61.132848217773414
trip-153755728267936909,IND431127AAA,62.6061,0.578,0.512,351.52321425781247,412.2786624755859,FTL,Carting,60.75544821777345
trip-153781252161825184,IND431127AAA,62.0311,0.578,0.512,350.9482142578125,410.841162475586,FTL,Carting,59.892948217773494
trip-153789707787962211,IND431127AAA,63.2602,0.578,0.512,352.1773142578125,413.9139124755859,FTL,Carting,61.736598217773405
trip-153798765000060219,IND431127AAA,62.2008,0.578,0.512,351.1179142578125,411.26541247558595,FTL,Carting,60.14749821777343
trip-153731968607684870,IND431131AAB,156.6903,0.66,0.641,486.44426728515623,712.4119682617188,Carting,Carting,225.96770097656258
trip-153677221094429644,IND431136AAC,238.0601,0.948,0.938,711.8695482421875,1064.1410336914064,FTL,Carting,352.27148544921886
trip-153703727812527947,IND431136AAC,238.0457,0.945,0.94,710.7298125488281,1065.166953857422,FTL,Carting,354.4371413085938
trip-153712381153783262,IND431136AAC,238.9497,0.945,0.94,711.6338125488281,1067.426953857422,FTL,Carting,355.7931413085938
trip-153720656413449755,IND431136AAC,238.6798,0.948,0.938,712.4892482421875,1065.6902836914062,FTL,Carting,353.2010354492187
trip-153729201752162402,IND431136AAC,246.4414,0.948,0.938,720.2508482421874,1085.0942836914062,FTL,Carting,364.84343544921876
trip-153739297544980495,IND431136AAC,246.5563,0.927,0.924,709.8741100585937,1078.514041015625,FTL,Carting,368.6399309570313
trip-153746928838742141,IND431136AAC,238.2574,0.945,0.94,710.9415125488281,1065.696203857422,FTL,Carting,354.7546913085939
trip-153755797319094173,IND431136AAC,238.2669,0.935,0.933,705.7802056640625,1062.1127761230468,FTL,Carting,356.3325704589844
trip-153764096332945705,IND431136AAC,238.7411,0.945,0.94,711.4252125488281,1066.905453857422,FTL,Carting,355.4802413085938
trip-153772577515549945,IND431136AAC,246.4176,0.945,0.94,719.1017125488281,1086.0967038574217,FTL,Carting,366.9949913085936
trip-153781301490956343,IND431136AAC,238.4421,0.945,0.94,711.1262125488281,1066.157953857422,FTL,Carting,355.03174130859384
trip-153789732014114789,IND431136AAC,247.6581,0.948,0.938,721.4675482421875,1088.1360336914063,FTL,Carting,366.6684854492188
trip-153798791571265153,IND431136AAC,242.7448,0.945,0.94,715.4289125488281,1076.914703857422,FTL,Carting,361.4857913085939
trip-153677815714527966,IND431136AAC,15.2752,0.93,0.955,480.1576768066406,515.5757563476562,Carting,Carting,35.41807954101563
trip-153686465878066609,IND431136AAC,14.9867,0.93,0.955,479.8691768066406,514.8545063476563,Carting,Carting,34.98532954101569
