trip_uuid,source_center,osrm_distance,p_breach_carting,p_breach_ftl,exp_cost_carting,exp_cost_ftl,historical_choice,recommended_route_type,cost_savings
trip-153760936820661191,IND610001AAA,27.3232,0.92,0.92,487.1398809082031,528.539689453125,Carting,Carting,41.39980854492188
trip-153778414654600637,IND610001AAA,27.9012,0.946,0.947,500.8759009277344,543.0146577148438,Carting,Carting,42.1387567871094
trip-153786801991469559,IND610001AAA,28.9013,0.909,0.913,483.1885619628906,528.5666044921875,Carting,Carting,45.37804252929686
trip-153795407100201277,IND610001AAA,28.129,0.92,0.92,487.94568090820314,530.554189453125,Carting,Carting,42.60850854492185
trip-153804090072530780,IND610001AAA,25.0776,0.91,0.911,480.21727895507814,518.2923581542968,Carting,Carting,38.07507919921869
trip-153812998759524070,IND610001AAA,26.9343,0.946,0.947,499.9090009277344,540.5974077148437,Carting,Carting,40.68840678710933
trip-153821328818343951,IND610001AAA,25.0627,0.91,0.911,480.20237895507813,518.2551081542969,Carting,Carting,38.05272919921873
trip-153839632923855733,IND610001AAA,26.6264,0.951,0.954,502.3069419921875,543.5656643066407,Carting,Carting,41.258722314453166
trip-153857013216278885,IND610001AAA,26.8833,0.951,0.954,502.5638419921875,544.2079143066406,Carting,Carting,41.644072314453126
trip-153671803100571827,IND611001AAA,22.9235,0.974,0.98,509.9109267578125,547.4913366699219,FTL,Carting,37.58040991210942
trip-153688715859309906,IND611001AAA,23.3596,0.971,0.978,508.6184195800781,547.2676828613281,FTL,Carting,38.64926328125
trip-153697975570732271,IND611001AAA,24.3439,0.962,0.972,505.15688828125,546.7837612304687,FTL,Carting,41.62687294921869
trip-153714623672113416,IND611001AAA,23.9903,0.96,0.97,503.80328828125,545.1578789062501,FTL,Carting,41.35459062500007
trip-153723744106078454,IND611001AAA,23.534,0.976,0.976,511.28738745117187,546.7015466308594,FTL,Carting,35.414159179687545
trip-153740780825262151,IND611001AAA,23.2025,0.971,0.978,508.4613195800781,546.8749328613281,FTL,Carting,38.413613281250036
trip-153749764969514534,IND611001AAA,23.7747,0.963,0.973,505.41440947265625,545.9734016113281,FTL,Carting,40.55899213867184
trip-153758376799785861,IND611001AAA,23.8728,0.96,0.97,503.68578828125,544.86412890625,FTL,Carting,41.17834062500003
trip-153775576337382732,IND611001AAA,29.9093,0.968,0.972,513.8796063964844,560.90850390625,FTL,Carting,47.02889750976556
trip-153792629583912157,IND611001AAA,23.3521,0.971,0.978,508.61091958007813,547.2489328613282,FTL,Carting,38.63801328125004
trip-153686642985334791,IND614018AAA,68.1006,0.802,0.843,469.1384723144531,591.7984055175781,FTL,Carting,122.65993320312498
trip-153695282033251525,IND614018AAA,67.2804,0.802,0.843,468.495976171875,589.8960073242188,FTL,Carting,121.40003115234379
trip-153712460357212348,IND614018AAA,70.5703,0.533,0.601,337.03660859375,476.9942314453125,FTL,Carting,139.95762285156252
trip-153721438725374718,IND614018AAA,69.4681,0.776,0.821,457.57210390625,584.3668137207031,FTL,Carting,126.79470981445314
trip-153738648414063745,IND614018AAA,64.7697,0.727,0.779,428.278733203125,551.5798591308594,FTL,Carting,123.3011259277344
trip-153747216989236775,IND614018AAA,68.425,0.776,0.821,456.52900390625,581.7590637207031,FTL,Carting,125.23005981445311
trip-153756104741845565,IND614018AAA,69.4706,0.776,0.821,457.57460390625,584.3730637207032,FTL,Carting,126.79845981445317
trip-153772761230637808,IND614018AAA,62.7158,0.666,0.725,395.5969340332031,519.0863139648437,FTL,Carting,123.4893799316406
trip-153781538608398276,IND614018AAA,69.9645,0.605,0.67,372.6766887207031,509.7141369628906,FTL,Carting,137.0374482421875
trip-153790080533078106,IND614018AAA,68.3245,0.802,0.843,469.3623723144531,592.3581555175781,FTL,Carting,122.99578320312497
trip-153686831461236269,IND614602AAA,22.6204,0.766,0.761,405.77060751953127,436.8081105957031,FTL,Carting,31.037503076171845
trip-153695502560408494,IND614602AAA,22.7208,0.737,0.731,391.21634443359375,422.16912646484377,FTL,Carting,30.952782031250024
trip-153712652585331186,IND614602AAA,22.7487,0.737,0.731,391.24424443359374,422.23887646484377,FTL,Carting,30.994632031250035
trip-153721563311493200,IND614602AAA,22.0,0.766,0.761,405.15020751953125,435.2571105957031,FTL,Carting,30.106903076171875
trip-153730193929510343,IND614602AAA,22.9021,0.731,0.725,388.6185001464844,419.8017587890625,FTL,Carting,31.183258642578096
trip-153738793936245501,IND614602AAA,23.103900000000003,0.731,0.725,388.8203001464844,420.3062587890625,FTL,Carting,31.48595864257811
trip-153756191288494459,IND614602AAA,23.407,0.526,0.518,286.46260302734373,317.5763684082031,FTL,Carting,31.113765380859377
trip-153772987770593762,IND614602AAA,22.5007,0.766,0.761,405.65090751953124,436.50886059570314,FTL,Carting,30.857953076171896
trip-153781674412303585,IND614602AAA,22.6755,0.737,0.731,391.17104443359375,422.0558764648438,FTL,Carting,30.884832031250028
trip-153790203379934735,IND614602AAA,21.9217,0.766,0.761,405.07190751953124,435.06136059570315,FTL,Carting,29.989453076171912
trip-153799266574513033,IND614602AAA,22.5941,0.766,0.761,405.7443075195313,436.74236059570313,FTL,Carting,30.998053076171857
trip-153807942304602914,IND614602AAA,22.9028,0.731,0.725,388.6192001464844,419.8035087890625,FTL,Carting,31.184308642578117
trip-153816576258760885,IND614602AAA,22.856,0.737,0.731,391.35154443359374,422.50712646484374,FTL,Carting,31.155582031249992
trip-153833670598589440,IND614602AAA,22.1448,0.766,0.761,405.2950075195312,435.61911059570315,FTL,Carting,30.324103076171923
trip-153851022710225590,IND614602AAA,23.6799,0.526,0.526,286.4576404785156,321.9774904785156,FTL,Carting,35.51985000000002
trip-153859808219499079,IND614602AAA,22.402,0.766,0.761,405.55220751953124,436.2621105957031,FTL,Carting,30.709903076171884
trip-153686831461236269,IND614616AAA,30.8947,0.717,0.806,389.50206083984375,480.3779243164063,FTL,Carting,90.87586347656253
trip-153695502560408494,IND614616AAA,37.1797,0.716,0.805,395.10612211914065,495.56576611328126,FTL,Carting,100.4596439941406
trip-153712652585331186,IND614616AAA,37.3,0.716,0.805,395.22642211914064,495.86651611328125,FTL,Carting,100.64009399414061
trip-153721563311493200,IND614616AAA,31.291400000000003,0.722,0.81,392.39567856445314,483.28837548828125,FTL,Carting,90.89269692382811
trip-153730193929510343,IND614616AAA,35.4288,0.722,0.81,396.53307856445315,493.63187548828125,FTL,Carting,97.0987969238281
trip-153738793936245501,IND614616AAA,36.4509,0.722,0.81,397.5551785644531,496.18712548828125,FTL,Carting,98.63194692382814
trip-153756191288494459,IND614616AAA,33.7607,0.722,0.81,394.8649785644531,489.46162548828124,FTL,Carting,94.59664692382813
trip-153772987770593762,IND614616AAA,35.2182,0.722,0.81,396.32247856445315,493.10537548828125,FTL,Carting,96.7828969238281
trip-153781674412303585,IND614616AAA,34.8752,0.722,0.81,395.97947856445313,492.24787548828124,FTL,Carting,96.2683969238281
trip-153790203379934735,IND614616AAA,36.4032,0.722,0.81,397.5074785644531,496.06787548828123,FTL,Carting,98.56039692382814
trip-153799266574513033,IND614616AAA,36.630300000000005,0.722,0.81,397.73457856445316,496.6356254882813,FTL,Carting,98.90104692382812
trip-153807942304602914,IND614616AAA,34.479899999999994,0.722,0.81,395.5841785644531,491.25962548828124,FTL,Carting,95.67544692382813
trip-153816576258760885,IND614616AAA,37.2843,0.716,0.805,395.21072211914066,495.82726611328127,FTL,Carting,100.61654399414061
trip-153833670598589440,IND614616AAA,31.903,0.722,0.81,393.00727856445315,484.81737548828124,FTL,Carting,91.8100969238281
trip-153851022710225590,IND614616AAA,37.1564,0.716,0.805,395.08282211914064,495.5075161132812,FTL,Carting,100.42469399414057
trip-153859808219499079,IND614616AAA,36.9847,0.729,0.803,401.4147537109375,493.802814453125,FTL,Carting,92.38806074218752
trip-153688336784235096,IND614620AAA,106.469,0.562,0.523,387.3468076171875,527.4877160644531,Carting,Carting,140.14090844726564
trip-153696890899686513,IND614620AAA,105.3483,0.511,0.517,360.68962385253906,521.7336040039063,Carting,Carting,161.04398015136724
trip-153714359894207097,IND614620AAA,105.5379,0.511,0.517,360.87922385253904,522.2076040039062,Carting,Carting,161.32838015136718
trip-153722834736048396,IND614620AAA,106.0791,0.562,0.523,386.9569076171875,526.5129660644532,Carting,Carting,139.55605844726568
trip-153731462670379917,IND614620AAA,105.732,0.511,0.517,361.07332385253903,522.6928540039062,Carting,Carting,161.61953015136714
trip-153740202611790629,IND614620AAA,104.7275,0.511,0.517,360.0688238525391,520.1816040039063,Carting,Carting,160.1127801513672
trip-153748807238581517,IND614620AAA,106.0938,0.562,0.523,386.9716076171875,526.5497160644532,Carting,Carting,139.57810844726566
trip-153757388685605558,IND614620AAA,103.3414,0.511,0.517,358.6827238525391,516.7163540039062,Carting,Carting,158.0336301513671
trip-153774865685588881,IND614620AAA,105.4767,0.511,0.517,360.81802385253906,522.0546040039062,Carting,Carting,161.23658015136715
trip-153783310611962050,IND614620AAA,105.2914,0.511,0.517,360.6327238525391,521.5913540039062,Carting,Carting,160.95863015136712
trip-153791950063768363,IND614620AAA,104.7937,0.511,0.517,360.13502385253906,520.3471040039062,Carting,Carting,160.21208015136716
trip-153800585467019097,IND614620AAA,106.8442,0.562,0.523,387.7220076171875,528.4257160644531,Carting,Carting,140.70370844726563
trip-153809212574122376,IND614620AAA,104.5645,0.511,0.517,359.9058238525391,519.7741040039062,Carting,Carting,159.86828015136717
trip-153817879314530887,IND614620AAA,104.3495,0.511,0.517,359.6908238525391,519.2366040039062,Carting,Carting,159.54578015136713
trip-153835244952815095,IND614620AAA,102.8246,0.619,0.596,412.13832070312503,555.0134653320313,Carting,Carting,142.87514462890624
trip-153852560029842281,IND614620AAA,103.6289,0.511,0.517,358.97022385253905,517.4351040039062,Carting,Carting,158.46488015136714
trip-153674541945157100,IND614715AAA,52.8738,0.167,0.196,136.48769923095705,230.2020476074219,Carting,Carting,93.71434837646484
trip-153692053217908870,IND614715AAA,62.5322,0.246,0.251,185.4834252807617,281.8709968261719,Carting,Carting,96.3875715454102
trip-153700308719544392,IND614715AAA,62.6201,0.173,0.208,148.9149226928711,260.4547376098633,Carting,Carting,111.53981491699219
trip-153717752912554086,IND614715AAA,62.0139,0.173,0.208,148.3087226928711,258.9392376098633,Carting,Carting,110.63051491699221
trip-153726112557892388,IND614715AAA,52.7705,0.167,0.196,136.38439923095703,229.94379760742186,Carting,Carting,93.55939837646483
trip-153734744654145345,IND614715AAA,53.3493,0.175,0.205,141.01886329345703,235.97297381591795,Carting,Carting,94.95411052246092
trip-153743520395821176,IND614715AAA,53.5065,0.167,0.196,137.12039923095705,231.7837976074219,Carting,Carting,94.66339837646484
trip-153752272714996378,IND614715AAA,58.7452,0.169,0.203,143.0246647216797,248.44184216308594,Carting,Carting,105.41717744140624
trip-153760936820661191,IND614715AAA,62.4686,0.173,0.208,148.7634226928711,260.0759876098633,Carting,Carting,111.31256491699222
trip-153778414654600637,IND614715AAA,62.4969,0.246,0.251,185.4481252807617,281.7827468261719,Carting,Carting,96.33462154541019
trip-153786801991469559,IND614715AAA,53.8622,0.167,0.196,137.47609923095703,232.6730476074219,Carting,Carting,95.19694837646486
trip-153795407100201277,IND614715AAA,62.4861,0.173,0.208,148.7809226928711,260.11973760986325,Carting,Carting,111.33881491699216
trip-153804090072530780,IND614715AAA,59.3676,0.169,0.203,143.6470647216797,249.99784216308595,Carting,Carting,106.35077744140625
trip-153812998759524070,IND614715AAA,58.9915,0.241,0.246,179.32030401611328,270.35957122802733,Carting,Carting,91.03926721191405
trip-153821328818343951,IND614715AAA,54.5341,0.167,0.196,138.14799923095703,234.35279760742188,Carting,Carting,96.20479837646485
trip-153839632923855733,IND614715AAA,51.5512,0.257,0.275,179.8938513671875,266.4887025146485,Carting,Carting,86.59485114746099
trip-153857013216278885,IND614715AAA,61.6729,0.238,0.272,180.50924185791015,290.37295434570314,Carting,Carting,109.86371248779298
trip-153686831461236269,IND614804AAA,25.4239,0.188,0.188,119.42016159667969,157.5560115966797,FTL,Carting,38.135850000000005
trip-153695502560408494,IND614804AAA,26.256300000000003,0.188,0.188,120.2525615966797,159.6370115966797,FTL,Carting,39.384450000000015
trip-153712652585331186,IND614804AAA,26.5852,0.188,0.188,120.58146159667969,160.45926159667968,FTL,Carting,39.87779999999999
trip-153721563311493200,IND614804AAA,25.3201,0.188,0.188,119.31636159667968,157.2965115966797,FTL,Carting,37.98015000000001
trip-153730193929510343,IND614804AAA,25.4133,0.188,0.188,119.40956159667968,157.5295115966797,FTL,Carting,38.11995000000002
trip-153738793936245501,IND614804AAA,25.216900000000003,0.188,0.188,119.2131615966797,157.0385115966797,FTL,Carting,37.825350000000014
trip-153756191288494459,IND614804AAA,22.7643,0.188,0.183,116.87069190673827,148.59409197998048,FTL,Carting,31.723400073242203
trip-153772987770593762,IND614804AAA,25.9391,0.188,0.188,119.93536159667968,158.8440115966797,FTL,Carting,38.90865000000002
trip-153781674412303585,IND614804AAA,25.5255,0.188,0.188,119.52176159667968,157.8100115966797,FTL,Carting,38.288250000000005
trip-153790203379934735,IND614804AAA,25.8906,0.188,0.188,119.8868615966797,158.72276159667967,FTL,Carting,38.83589999999998
trip-153799266574513033,IND614804AAA,25.2186,0.188,0.188,119.21486159667968,157.04276159667967,FTL,Carting,37.827899999999985
trip-153807942304602914,IND614804AAA,25.2222,0.188,0.188,119.21846159667969,157.05176159667968,FTL,Carting,37.833299999999994
trip-153816576258760885,IND614804AAA,24.1554,0.184,0.184,115.9379927734375,152.1710927734375,FTL,Carting,36.23309999999999
trip-153833670598589440,IND614804AAA,25.2868,0.188,0.188,119.28306159667969,157.21326159667967,FTL,Carting,37.930199999999985
trip-153851022710225590,IND614804AAA,25.8333,0.188,0.188,119.8295615966797,158.5795115966797,FTL,Carting,38.74995000000001
trip-153859808219499079,IND614804AAA,25.2526,0.213,0.213,131.82360677490234,169.70250677490236,FTL,Carting,37.878900000000016
trip-153674541945157100,IND614809AAA,68.7251,0.674,0.686,405.7676720214844,514.8076840820313,Carting,Carting,109.04001206054693
trip-153692053217908870,IND614809AAA,67.82770000000001,0.682,0.694,408.8827537109375,516.4966791992188,Carting,Carting,107.61392548828127
trip-153700308719544392,IND614809AAA,70.7449,0.576,0.601,358.73858286132815,477.4165407714844,Carting,Carting,118.67795791015624
trip-153717752912554086,IND614809AAA,87.8622,0.534,0.551,354.83171293945315,495.03782421875,Carting,Carting,140.20611127929686
trip-153726112557892388,IND614809AAA,88.2025,0.517,0.521,346.4636083984375,480.7784362792969,Carting,Carting,134.3148278808594
trip-153734744654145345,IND614809AAA,87.7241,0.414,0.445,294.69132412109377,441.85747595214843,Carting,Carting,147.16615183105466
trip-153743520395821176,IND614809AAA,87.5597,0.534,0.551,354.52921293945315,494.28157421875005,Carting,Carting,139.7523612792969
trip-153752272714996378,IND614809AAA,88.9713,0.517,0.521,347.2324083984375,482.70043627929687,Carting,Carting,135.46802788085938
trip-153760936820661191,IND614809AAA,86.65830000000001,0.534,0.551,353.6278129394531,492.02807421875,Carting,Carting,138.4002612792969
trip-153778414654600637,IND614809AAA,87.3447,0.534,0.551,354.3142129394531,493.74407421875003,Carting,Carting,139.42986127929692
trip-153786801991469559,IND614809AAA,77.7967,0.546,0.563,350.8243184082031,475.8925678710938,Carting,Carting,125.06824946289066
trip-153795407100201277,IND614809AAA,77.798,0.546,0.563,350.8256184082031,475.89581787109375,Carting,Carting,125.07019946289063
trip-153804090072530780,IND614809AAA,75.3934,0.557,0.582,353.8752420410156,479.6809182128906,Carting,Carting,125.805676171875
trip-153812998759524070,IND614809AAA,77.8498,0.546,0.563,350.87741840820314,476.02531787109376,Carting,Carting,125.14789946289062
trip-153821328818343951,IND614809AAA,83.1533,0.534,0.551,350.1228129394531,483.26557421875,Carting,Carting,133.14276127929685
trip-153839632923855733,IND614809AAA,87.0251,0.523,0.578,348.40098500976563,506.498541015625,Carting,Carting,158.09755600585936
trip-153857013216278885,IND614809AAA,86.86779999999999,0.523,0.578,348.2436850097656,506.10529101562497,Carting,Carting,157.86160600585936
trip-153673872111651363,IND620020AAA,15.8985,0.922,0.962,476.95236352539064,520.6828649902344,Carting,Carting,43.73050146484377
trip-153687610300263144,IND620020AAA,19.2423,0.849,0.863,443.56511494140625,479.64621630859375,Carting,Carting,36.0811013671875
trip-153696221681818052,IND620020AAA,15.8464,0.925,0.933,478.5198313964844,506.1380031738281,Carting,Carting,27.61817177734372
